|Sl No.|District|Block|Gram Panchayat|Village|Household|
10010|BANKURA|Barjora|GHUTGORIA|Jaysinghapur (20)|184|
10011|HOOGHLY|Arambag|MADHABPUR|Jaysinha Chak (148)|625|
10012|NORTH 24 PARAGANAS|Gaighata|DHARAMPUR-II|Jaytara (12)|659|
10013|MURSHIDABAD|Suti - I|AHIRON|Jehelinagar (106)|205|
10014|HOOGHLY|Haripal|JEJUR|Jejur (83)|1,939|
10015|PURULIA|Kashipur|GOURANDIH|Jekro Alias Panchagora (70)|723|
10016|SOUTH 24 PARAGANAS|Baruipur||Jelerhat (126)|539|
10017|SOUTH 24 PARAGANAS|Baruipur|BELAGACHHI|Jelerhat (126)|539|
10018|NORTH 24 PARAGANAS|Sandeshkhali - II|JELIAKHALI|Jeliakhali Pashchim Khanda (46)|2,641|
10019|NORTH 24 PARAGANAS|Sandeshkhali - II|JELIAKHALI|Jeliakhali Purba Khanda (45)|1,480|
10020|PASCHIM BARDHAMAN|Salanpur|BASUDEBPUR-JEMARI|Jemari (CT) (32)|665|
10021|PASCHIM BARDHAMAN|Raniganj|JEMARI|Jemari (J.K. Nagar Township) (CT) (8)|1,874|
10022|PASCHIM BARDHAMAN|Faridpur Durgapur|JEMUA|Jemua (80)|1,126|
10023|BANKURA|Gangajalghati|PIRRABANI|Jemua (131)|232|
10024|PURULIA|Raghunathpur - II|BARRAH|Jemuadi (31)|74|
10025|NADIA|Krishnagar - I|DIGNAGAR|Jeolgari (80)|546|
10026|BIRBHUM|Mayureswar - II|KUNDALA|Jerula (83)|22|
10027|BIRBHUM|Nalhati - II|BARA-II|Jeshtha Bhabanipur (106)|3,490|
10028|PURBA MEDINIPUR|Contai - III|BHAJACHAULI|Jethai Bari (149)|433|
10029|PURBA MEDINIPUR|Bhagawanpur - II|ARJUNNAGAR|Jethai Bari (307)|60|
10030|PASCHIM MEDINIPUR|Midnapore|DHARUA|Jethantar (27)|51|
10031|PASCHIM MEDINIPUR|Kharagpur - II|CHAK MAKRAMPUR|Jethia (361)|240|
10032|BANKURA|Bankura - I|JAGADALLA-II|Jethia (169)|68|
10033|BIRBHUM|Mohammad Bazar|BHARKATA|Jethia (4)|542|
10034|MURSHIDABAD|Raghunathganj - I|RANINAGAR|Jethia (130)|778|
10035|NORTH 24 PARAGANAS|Barrackpur - I|JETIA|Jetia (CT) (0)|1,564|
10036|BANKURA|Sarenga|BIKRAMPUR|Jetpara (280)|69|
10037|PURULIA|Neturia|JANARDANDI|JHABURDI (54)|0|
10038|JHARGRAM|Nayagram|BALIGERIA|Jhagari (276)|209|
10039|PURULIA|Neturia|JANARDANDI|JHAGRADI (123)|1|
10040|BANKURA|Chhatna|CHHATNA-II|Jhagrapur (127)|32|
10041|JHARGRAM|Nayagram|JAMIRAPAL|Jhai Pur Nutan Pal (227)|0|
10042|JHARGRAM|Nayagram|JAMIRAPAL|Jhaipur Panch Kanya (228)|0|
10043|UTTAR DINAJPUR|Chopra|HAPTIAGACHH|Jhajhri (8)|610|
10044|MALDAH|Bamangola|GOBINDAPUR MAHESHPUR|Jhakal Danga (19)|466|
10045|HOOGHLY|Singur|BORA|Jhakari (103)|684|
10046|PURBA MEDINIPUR|Kolaghat|DERIACHAK|Jhakurkol (312)|668|
10047|PURULIA|Arsha|BELDIH|Jhalda (57)|558|
10048|PURULIA|Jhalda - II|BEGUN KODAR|Jhalda (M) (0)|0|
10049|COOCHBEHAR|Tufanganj - I|DEOCHARAI|Jhaljhali (118)|542|
10050|HOWRAH|Domjur|MAKARDAHA-II|Jhaluarber (48)|271|
10051|MURSHIDABAD|Raghunathganj - II|LAXMIJOLA|Jhamra (82)|991|
10052|HOWRAH|Amta - II|JHAMTIA|Jhamtia (98)|1,257|
10053|HOOGHLY|Jangipara|RAJBALHAT-I|Jhanda (5)|296|
10054|MURSHIDABAD|Berhampore|GURUDASPUR|Jhanjha (121)|328|
10055|MURSHIDABAD|Hariharpara|SWARUPPUR|Jhanjha (52)|124|
10056|NORTH 24 PARAGANAS|Habra - I|BERGOOM I G.P|Jhanjhania (144)|697|
10057|SOUTH 24 PARAGANAS|Bishnupur - I|PANAKUA|Jhanjhra (87)|248|
10058|SOUTH 24 PARAGANAS|Bishnupur - I||Jhanjhra (87)|248|
10059|PASCHIM BARDHAMAN|Faridpur Durgapur|LAUDOHA|Jhanjra (33)|491|
10060|BANKURA|Saltora|SALTORA|Jhanka (107)|403|
10061|HOOGHLY|Polba - Dadpur|RAJHAT|Jhanpa (150)|105|
10062|BANKURA|Khatra|GORABARI|Jhanti Pahari (162)|11|
10063|BANKURA|Chhatna|ARRAH|Jhanti Pahari (CT) (146)|999|
10064|NORTH 24 PARAGANAS|Deganga|DEGANGA-II|Jhapa (75)|249|
10065|UTTAR DINAJPUR|Kaliaganj|BARUNA|Jhapail (219)|365|
10066|BANKURA|Hirbandh|MOSHIARA|Jhapandihi (48)|56|
10067|PASCHIM MEDINIPUR|Sabang|BALPAT|Jhaparara (249)|105|
10068|JALPAIGURI|Dhupguri|MAGURMARI-I|Jhar Magurmari (63)|957|
10069|JALPAIGURI|Mal|KRANTI|Jhar Majhgram (76)|449|
10070|JALPAIGURI|Mal|LATAGURI|Jhar Matiali (92)|2,056|
10071|JALPAIGURI|Mal|MOULANI|Jhar Matiali (92)|2,056|
10072|COOCHBEHAR|Haldibari|PER MEKHLIGANJ|Jhar Singheshwar (62)|18|
10073|JHARGRAM|Nayagram|BALIGERIA|Jhara Bani (284)|27|
10074|JHARGRAM|Nayagram|BERAJAL|Jhara Bani (293)|77|
10075|PURULIA|Manbazar - I|MANBAZAR|Jharbagda (74)|525|
10076|JALPAIGURI|Maynaguri|RAMSAI|Jharbaragila (7)|884|
10077|PASCHIM MEDINIPUR|Garbeta - I|AMLAGORA|Jharboni (489)|751|
10078|PASCHIM MEDINIPUR|Keshiary|BAGHASTY|Jhareswarpur (92)|1,003|
10079|BANKURA|Raipur|SONAGARA|Jhari (87)|94|
10080|JHARGRAM|Nayagram|KHARIKAMATHANI|Jharia (262)|273|
10081|BANKURA|Barjora|KHANDARI|Jharia (145)|123|
10082|PASCHIM MEDINIPUR|Midnapore|DHARUA|Jharia (60)|147|
10083|BANKURA|Simlapal|MACHATORA|Jharia (109)|98|
10084|BANKURA|Vishnupur|MORAR|Jharia (122)|134|
10085|BANKURA|Ranibundh|PUDDI|Jharia (25)|0|
10086|BANKURA|Bankura - I|JAGADALLA-II|Jharia (174)|110|
10087|BANKURA|Khatra|DAHALA|Jharia (267)|157|
10088|BANKURA|Khatra|GORABARI|Jharia Kocha (205)|107|
10089|BANKURA|Hirbandh|GOPALPUR|Jharia Kucha (14)|585|
10090|BIRBHUM|Dubrajpur|PARULIA|Jharia Mahammadpur (178)|245|
10091|BIRBHUM|Dubrajpur|SAHAPUR|Jharia Mahammadpur (178)|245|
10092|PURULIA|Arsha|BELDIH|Jhariadi (78)|80|
10093|PURULIA|Manbazar - II|DIGHI|Jhariadi (206)|115|
10094|PURULIA|Kashipur|GAGNABAID|Jhariatdi (P) (46)|89|
10095|PURULIA|Manbazar - II|ANKRO BARAKADAM|Jharibad (237)|56|
10096|PURBA MEDINIPUR|Ramnagar - I|HALDIA-I|Jharpadima (32)|108|
10097|MALDAH|Maldah (Old)|BHABUK|Jharpukuria (43)|193|
10098|BANKURA|Hirbandh|HIRBANDH|Jhat Pukhuria (80)|252|
10099|PURBA MEDINIPUR|Khejuri - II|NIJKASBA|Jhati Hari (97)|123|
10100|PASCHIM MEDINIPUR|Mohanpur|MOHANPUR|Jhatia (374)|167|
10101|PASCHIM MEDINIPUR|Keshpur|ANANDAPUR|Jhatiar (375)|405|
10102|BANKURA|Sarenga|BIKRAMPUR|Jhatipahari (284)|36|
10103|MURSHIDABAD|Lalgola|PAIKPARA|Jhau Danga (51)|150|
10104|NADIA|Ranaghat - I|TARAPUR|Jhau Mahal (191)|323|
10105|PURBA MEDINIPUR|Deshopran|AURAI|Jhaubani (417)|398|
10106|MURSHIDABAD|Domkal|JUGINDA|Jhaubaria (76)|485|
10107|MURSHIDABAD|Raninagar - II|RANINAGAR-II|Jhaubaria (85)|1,484|
10108|NORTH 24 PARAGANAS|Gaighata|JHOWDOGA|Jhaudanga (73)|910|
10109|PURBA BARDHAMAN|Purbasthali - II|JHAWDANGA|Jhaudanga (20)|600|
10110|PURBA BARDHAMAN|Purbasthali - II|PURBASTHALI|Jhaudanga (20)|600|
10111|SOUTH 24 PARAGANAS|Diamond Harbour - II|KHORDA|Jhaudari (42)|237|
10112|DARJEELING|Matigara|PATHARGHATA|Jhauguri (22)|375|
10113|SOUTH 24 PARAGANAS|Gosaba|SAMBHUNAGAR|Jhaukhali (71)|490|
10114|NORTH 24 PARAGANAS|Bagda|BOYRA|Jhaukhali (53)|413|
10115|COOCHBEHAR|Tufanganj - I|BALABHUT|Jhaukuthi (126)|796|
10116|BIRBHUM|Nalhati - I|BAUTIA|Jhaupara (35)|239|
10117|PURBA MEDINIPUR|Deshopran|BAMUNIA|Jhawa (614)|565|
10118|PURBA MEDINIPUR|Deshopran|BAMUNIA|Jhawamanu Rautbar (613)|100|
10119|BIRBHUM|Mayureswar - I|JHIKADDA|Jhikadda (95)|312|
10120|BANKURA|Indus|AKUI-II|Jhiknara (119)|348|
10121|NORTH 24 PARAGANAS|Bagda|RONGHAT|Jhikra (33)|428|
10122|MURSHIDABAD|Bhagawangola - II|BALIGRAM|Jhikra (78)|1,168|
10123|NADIA|Haringhata|NAGARUKHRA-II|Jhikra (88)|815|
10124|NORTH 24 PARAGANAS|Deganga|HADIPUR JHIKRA-I|Jhikra (101)|1,013|
10125|MURSHIDABAD|Beldanga - II|KASHIPUR|Jhikra (136)|2,785|
10126|NORTH 24 PARAGANAS|Gaighata|DOOMA|Jhikra (65)|238|
10127|PURBA BARDHAMAN|Kalna - II|AKALPOUSH|Jhikra (110)|181|
10128|COOCHBEHAR|Dinhata - II|CHOWDHURYHAT|Jhikri (237)|133|
10129|BANKURA|Simlapal|LAKSHMISAGAR|Jhikri (40)|244|
10130|SOUTH 24 PARAGANAS|Bishnupur - II|BAKHRAHAT|Jhikurbere (9)|676|
10131|SOUTH 24 PARAGANAS|Bishnupur - II||Jhikurbere (9)|676|
10132|BANKURA|Chhatna|JIRRAH|Jhikuria (27)|46|
10133|PASCHIM MEDINIPUR|Sabang|SARTTA|Jhikurya (342)|34|
10134|PASCHIM MEDINIPUR|Sabang|SARTTA|Jhikurya Batitaki (343)|93|
10135|BANKURA|Ranibundh|RAOTORA|Jhilimili (131)|325|
10136|DAKSHIN DINAJPUR|Balurghat|AMRIT KHANDA|Jhinaipota (278)|107|
10137|SOUTH 24 PARAGANAS|Diamond Harbour - II|SARISHA|Jhinga (112)|812|
10138|HOWRAH|Jagatballavpur|JAGATBALLAVPUR-I|Jhingra (2)|294|
10139|PURBA BARDHAMAN|Burdwan - I|BELKASH|Jhinguti (15)|268|
10140|NADIA|Hanskhali|BETNA GOBINDAPUR|Jhinuk Ghata (34)|387|
10141|PASCHIM MEDINIPUR|Dantan - I|DANTAN-II|Jhinuk Palasia (63)|208|
10142|JHARGRAM|Binpur - I|LALGARH|Jhitka (782)|24|
10143|BANKURA|Sarenga|CHILTORE|Jhola (110)|219|
10144|PURULIA|Arsha|HENSLA|Jhujhka (75)|518|
10145|PURBA BARDHAMAN|Bhatar|BAMUNARA|Jhujkadanga (44)|187|
10146|PASCHIM MEDINIPUR|Sabang|BALPAT|Jhulbuli (285)|113|
10147|BANKURA|Sarenga|NETURPUR|Jhulisol (34)|42|
10148|HOWRAH|Shyampur - II|DEHI MANDALGHAT-II|Jhumjhumi (66)|1,624|
10149|PASCHIM MEDINIPUR|Daspur - I|RAJNAGAR|Jhumjhumi (34)|286|
10150|BANKURA|Simlapal|DUBRAJPUR|Jhumka (156)|156|
10151|SOUTH 24 PARAGANAS|Falta|DEBIPUR|Jhumnia (101)|103|
10152|SOUTH 24 PARAGANAS|Bhangar - I|SANKSAHAR|Jhungri (118)|594|
10153|SOUTH 24 PARAGANAS|Bhangar - I||Jhungri (118)|594|
10154|PASCHIM MEDINIPUR|Midnapore|CHANDRA|Jhunjhuni (77)|57|
10155|BANKURA|Chhatna|JHUNJKA|Jhunjka (62)|399|
10156|MURSHIDABAD|Beldanga - I|BHABTA-II|Jhunka (48)|1,976|
10157|NORTH 24 PARAGANAS|Sandeshkhali - II|BERMAJUR-II|Jhupkhali (13)|2,522|
10158|NORTH 24 PARAGANAS|Basirhat - II|RAJENDRAPUR|Jhuruli (70)|996|
10159|BANKURA|Vishnupur|BELSULIA|Jiabandi (163)|245|
10160|MURSHIDABAD|Murshidabad Jiaganj|MUKUNDAPUR|Jiaganj Azimganj (M) (0)|0|
10161|JHARGRAM|Binpur - II|SILDA|Jiageria (243)|0|
10162|PURBA MEDINIPUR|Bhagawanpur - II|MUGBERIA|Jiagodi (251)|147|
10163|BANKURA|Khatra|DAHALA|Jiakanali (274)|246|
10164|UTTAR DINAJPUR|Chopra|SONAPUR|Jiakhori (3)|1,642|
10165|UTTAR DINAJPUR|Chopra|SONAPUR|Jiakhorigacha (2)|912|
10166|SOUTH 24 PARAGANAS|Diamond Harbour - II|KHORDA|Jiancha (58)|436|
10167|DAKSHIN DINAJPUR|Balurghat|JALGHAR|Jiapur (69)|64|
10168|NADIA|Chakdah|MADANPUR-I|Jibannagar (96)|188|
10169|BANKURA|Hirbandh|BAHARAMURI|Jibanpur (92)|378|
10170|PURULIA|Kashipur|BEKO|Jibanpur (21)|111|
10171|MURSHIDABAD|Bhagawangola - II|BALIGRAM|Jibanpur (82)|627|
10172|NORTH 24 PARAGANAS|Deganga|CHOWRASHI|Jibanpur (66)|1,283|
10173|BANKURA|Hirbandh|MOSHIARA|Jibanpur (38)|50|
10174|DARJEELING|Kharibari|RANIGANJ PANISALI|Jibansing (7)|470|
10175|SOUTH 24 PARAGANAS|Canning - II|SARANGABAD|Jibantala (19)|435|
10176|COOCHBEHAR|Cooch Behar - II|TAKAGACH RAJARHAT|Jibdharer Kuthi (83)|409|
10177|BIRBHUM|Suri - I|MALLICKPUR|Jibdharpur (118)|98|
10178|MALDAH|Gazole|PANDUA|Jibjalsar (22)|134|
10179|NADIA|Chapra|HATISALA-I|Jidha (9)|545|
10180|DAKSHIN DINAJPUR|Tapan|DWIPKHANDA|Jidhra (155)|170|
10181|MURSHIDABAD|Farakka|MAHESHPUR|Jigri Kulgachhi (94)|1,066|
10182|COOCHBEHAR|Mekliganj|KUCHLIBARI|Jikabari (141)|12|
10183|JHARGRAM|Nayagram|JAMIRAPAL|Jinai Pal (231)|0|
10184|PURULIA|Kashipur|BARRAH|Jinamanipur (129)|529|
10185|PURBA MEDINIPUR|Egra - II|BASUDEVPUR|Jinandapur (255)|347|
10186|UTTAR DINAJPUR|Goalpokhar - I|DHARAMPUR-I|Jinatpur (59)|324|
10187|BIRBHUM|Mohammad Bazar|KAPISTA|Jindharpur (53)|208|
10188|MURSHIDABAD|Sagardighi|BANNYESWAR|Jindighi (24)|403|
10189|UTTAR DINAJPUR|Kaliaganj|MALGAON|Jingaon (172)|290|
10190|PURBA BARDHAMAN|Ausgram - II|DEBSALA|Jinjira (0)|195|
10191|BANKURA|Indus|INDAS-I|Jinkara (19)|177|
10192|HOOGHLY|Haripal|JEJUR|Jinpur (84)|583|
10193|UTTAR DINAJPUR|Kaliaganj|MALGAON|Jinua (167)|160|
10194|SOUTH 24 PARAGANAS|Magrahat - I|RANGILABAD|Jiol Pukur (86)|0|
10195|NORTH 24 PARAGANAS|Habra - I|PRITHIBA G.P|Jioldanga (123)|664|
10196|MALDAH|Kaliachak - III|PAR DEONAPUR SOVAPUR|Jiolmari (196)|0|
10197|BANKURA|Bankura - I|ANCHURI|Jirabad (70)|11|
10198|BANKURA|Simlapal|MACHATORA|Jirabaid (107)|141|
10199|NORTH 24 PARAGANAS|Basirhat - I|GOTRA|Jirakpur (P) (94)|1,132|
10200|COOCHBEHAR|Cooch Behar - I|JIRANPUR|Jiranpur (253)|1,218|
10201|JHARGRAM|Jamboni|DHARSA|Jirapara (35)|62|
10202|HOOGHLY|Balagarh|SRIPUR BALAGARH|Jirat (109)|2,970|
10203|NORTH 24 PARAGANAS|Amdanga|ADHATA|Jirat (23)|408|
10204|HOOGHLY|Balagarh|JIRHAT|Jirat (109)|2,970|
10205|NORTH 24 PARAGANAS|Barasat - I|KASHIMPUR|Jirat (121)|1,191|
10206|COOCHBEHAR|Tufanganj - II|SALBARI-II|Jiratisalbari (57)|236|
10207|BANKURA|Chhatna|JIRRAH|Jirra (31)|530|
10208|BANKURA|Chhatna|JHUNJKA|Jirra Kelai (73)|173|
10209|PURULIA|Bundwan|SUPUDIH|Jitan (18)|126|
10210|MALDAH|Chanchal - II|GOURHAND|Jitarpur (88)|462|
10211|MURSHIDABAD|Hariharpara|RAIPUR|Jitarpur (10)|668|
10212|JALPAIGURI|Nagrakata|CHAMPAGURI|Jiti Tea Garden (1)|1,156|
10213|MALDAH|Manikchak|NAZIRPUR|Jitmanpur (35)|234|
10214|MALDAH|Kaliachak - II|HAMIDPUR|Jitnagar (17)|0|
10215|BANKURA|Khatra|KHATRA-II|Jitpur (223)|68|
10216|NORTH 24 PARAGANAS|Bagda|RONGHAT|Jitpur (32)|246|
10217|PASCHIM BARDHAMAN|Salanpur|JITPUR-UTTARRAMPUR|Jitpur (44)|474|
10218|MURSHIDABAD|Domkal|JITPUR|Jitpur (15)|2,102|
10219|COOCHBEHAR|Dinhata - II|BURIRHAT-II|Jitpur Pratham Khanda (101)|301|
10220|DARJEELING|Matigara||Jitu (CT) (69)|1,730|
10221|DARJEELING|Matigara|ATHARAKHAI-I|Jitu (CT) (69)|1,730|
10222|PURULIA|Jhalda - II|NOWAHATU|Jiudaru (232)|537|
10223|DAKSHIN DINAJPUR|Tapan|RAMCHANDRAPUR|Jiyatkunda (176)|340|
10224|DAKSHIN DINAJPUR|Tapan|GOFANAGAR|Jnanbai (272)|25|
10225|COOCHBEHAR|Mekliganj|UCHAL PUKURI|Jnankata Adhikari (12)|212|
10226|NADIA|Krishnagar - I|JOANIA|Joania (66)|496|
10227|HOWRAH|Uluberia - II|JOARGORI|Joargor (58)|1,382|
10228|HOWRAH|Shyampur - II|BARGRAM|Joarkul (51)|323|
10229|SOUTH 24 PARAGANAS|Diamond Harbour - I|NETRA|Joaru (172)|376|
10230|DAKSHIN DINAJPUR|Tapan|GURAIL|Jobsa (207)|102|
10231|SOUTH 24 PARAGANAS|Mathurapur - I|ABID BHAGABANPUR|Jogendra Nagar (115)|246|
10232|SOUTH 24 PARAGANAS|Canning - II|KALIKATALA|Jogendra Nagar (50)|3,425|
10233|ALIPURDUAR|Alipurduar - I|PURBA KANTHALBARI|Jogendranagar (5)|743|
10234|ALIPURDUAR|Falakata|MAIRADANGA|Jogendrapur (47)|1,158|
10235|NORTH 24 PARAGANAS|Hingalganj|JOGESHGANJ|Jogesganj (117)|1,789|
10236|JALPAIGURI|Mal|CHENGMARI|Jogesh Chandra Tea Garden (72)|1,203|
10237|SOUTH 24 PARAGANAS|Jaynagar - II|BAISHATA|Jogigara (100)|522|
10238|PURBA MEDINIPUR|Tamluk|PADUMPUR-II|Jogikhop (152)|390|
10239|NADIA|Krishnagar - I|BHIMPUR|Joginidaha (900)|241|
10240|MALDAH|Manikchak|NURPUR|Jognigaon (45)|310|
10241|MALDAH|Manikchak|NAZIRPUR|Jognigaon (45)|310|
10242|MURSHIDABAD|Bhagawangola - II|BALIGRAM|Jogopur (99)|230|
10243|MURSHIDABAD|Sagardighi|BOKHRA-II|Jogpur (69)|375|
10244|UTTAR DINAJPUR|Chopra|GHIRNIGAON|Jogthora (85)|319|
10245|NORTH 24 PARAGANAS|Barasat - II|CHANDIGAR ROHANDA|Jojra (56)|1,264|
10246|HOWRAH|Udaynarayanpur|SINGTI|Joka (41)|670|
10247|NORTH 24 PARAGANAS|Bongaon|SUNDARPUR|Joka (38)|239|
10248|BIRBHUM|Suri - I|TILPARA|Joka (3)|63|
10249|SOUTH 24 PARAGANAS|Diamond Harbour - I|BASULDANGA|Joktabala (135)|434|
10250|HOOGHLY|Dhaniakhali|BHASTARA|Jolkul (141)|270|
10251|COOCHBEHAR|Cooch Behar - I|HARIBHANGA|Jongra (228)|290|
10252|HOWRAH|Shyampur - II|BACHRI|Jonka (37)|290|
10253|PURULIA|Raghunathpur - I|NUTANDIH|Joradi (121)|29|
10254|BANKURA|Ranibundh|AMBIKA NAGAR|Jorakend (55)|57|
10255|PASCHIM MEDINIPUR|Salbani|BISHNUPUR|Jorakushmi (347)|160|
10256|PURULIA|Kashipur|SONAIJURI|Jorapukur Alias Sitarampur (11)|126|
10257|MURSHIDABAD|Domkal|SARANGPUR|Jorgachha (37)|822|
10258|BANKURA|Chhatna|JIRRAH|Jorhira (35)|258|
10259|PURULIA|Kashipur|BEKO|Jorisha (17)|159|
10260|DAKSHIN DINAJPUR|Tapan|RAMPARA CHENCHRA|Jormail (5)|152|
10261|DARJEELING|Kharibari|BURAGANJ|Jorpakari (48)|195|
10262|BANKURA|Barjora|CHHANDAR|Jorshal (164)|272|
10263|BANKURA|Chhatna|DHABAN|Jorthol (4)|281|
10264|PASCHIM MEDINIPUR|Sabang|NOWGAN|Jorura (296)|207|
10265|MALDAH|English Bazar|KOTWALI|Jot (55)|361|
10266|MALDAH|Kaliachak - II|BANGITOLA|Jot Ananta (97)|1,495|
10267|PASCHIM MEDINIPUR|Debra|DEBRA-II|Jot Ankur (245)|128|
10268|PASCHIM BARDHAMAN|Faridpur Durgapur|GOURBAZAR|Jot Balaram (8)|365|
10269|MALDAH|English Bazar|NORHATTA|Jot Basanta (47)|2,822|
10270|BANKURA|Indus|MANGALPUR|Jot Behar (102)|335|
10271|MALDAH|Manikchak|GOPALPUR|Jot Bhabani (82)|43|
10272|PASCHIM MEDINIPUR|Daspur - II|GOCHATI|Jot Bhagaban (168)|483|
10273|MURSHIDABAD|Lalgola|JASALTALA|Jot Bhikhan (67)|380|
10274|PURBA BARDHAMAN|Memari - I|DEBIPUR|Jot Chaitanya (191)|123|
10275|MALDAH|Chanchal - I|BHAGABANPUR|Jot Chandi (35)|340|
10276|NADIA|Karimpur - I|SHIKARPUR|Jot Darpanarayan (120)|918|
10277|MALDAH|Kaliachak - I|ALINAGAR|Jot Dhani (77)|131|
10278|MALDAH|Kaliachak - II||Jot Doman (105)|967|
10279|MALDAH|Kaliachak - II|GANGAPROSAD|Jot Doman (105)|967|
10280|MALDAH|Kaliachak - II|RATHBARI|Jot Doman (105)|967|
10281|PASCHIM MEDINIPUR|Daspur - II|JOT GHANASHYAM|Jot Ghanashyam (240)|5,588|
10282|MALDAH|English Bazar|NORHATTA|Jot Gopal (49)|45|
10283|MALDAH|Kaliachak - II|RATHBARI|Jot Gopalkagmari (101)|2,263|
10284|HOOGHLY|Dhaniakhali|BELMURI|Jot Harananda (177)|107|
10285|MALDAH|Bamangola|BAMANGOLA|Jot Haricharan (43)|157|
10286|MURSHIDABAD|Raghunathganj - II|JOTKAMAL|Jot Kamal (CT) (0)|1,658|
10287|MURSHIDABAD|Domkal|DHULAURI|Jot Kanai (20)|1,484|
10288|MALDAH|Habibpur|SRIRAMPUR|Jot Kandarpapur (268)|95|
10289|PASCHIM MEDINIPUR|Debra|RADHAMOHANPUR-I|Jot Kanu (465)|211|
10290|MALDAH|Ratua - I|BAHARAL|Jot Lachhmi (122)|650|
10291|HOOGHLY|Goghat - I|SEORAH|Jot Mahabat (188)|114|
10292|NADIA|Kaliganj|KALIGANJ|Jot Mahesh (25)|108|
10293|DAKSHIN DINAJPUR|Gangarampur|DAMDAMA|Jot Malkhan (96)|1|
10294|MALDAH|English Bazar|KOTWALI|Jot Narasinha (35)|275|
10295|HOOGHLY|Balagarh|BAKULIA DHOBAPARA|Jot Narayan (30)|291|
10296|UTTAR DINAJPUR|Itahar|JOYHAT|Jot Narottam (229)|161|
10297|MALDAH|English Bazar|KAZIGRAM|Jot Prithwi (78)|208|
10298|HOOGHLY|Haripal|SRIPATIPUR ELLIPUR|Jot Radhaballabh (132)|309|
10299|PURBA BARDHAMAN|Raina - II|ARUI|Jot Raghab (180)|8|
10300|PURBA BARDHAMAN|Jamalpur|JAMALPUR-I|Jot Raghab (46)|1,309|
10301|MURSHIDABAD|Bhagawangola - II|AMDAHARA|Jot Sahabaj (87)|418|
10302|MURSHIDABAD|Raghunathganj - II|BARASIMUL-DAYARAMPUR|Jot Sundar (29)|1,055|
10303|DAKSHIN DINAJPUR|Hilli|BINSHIRA|Jot Tior (63)|224|
10304|MALDAH|Habibpur|KANTURKA|Jotalam (154)|135|
10305|PURBA MEDINIPUR|Tamluk|BISHNUBAR-II|Jotankur (129)|561|
10306|DAKSHIN DINAJPUR|Harirampur|PUNDARI|Jotbasanta (76)|65|
10307|PURBA BARDHAMAN|Jamalpur|JYOTSRIRAM|Jotdakshin (38)|385|
10308|PASCHIM BARDHAMAN|Jamuria|PARASIA|Jote Janaki (55)|23|
10309|MALDAH|Kaliachak - III|PAR DEONAPUR SOVAPUR|Jote Kashi (205)|18|
10310|DAKSHIN DINAJPUR|Hilli|BINSHIRA|Jotghatak (39)|331|
10311|HOWRAH|Domjur|MAKARDAHA-II|Jotgiri (45)|480|
10312|PURBA BARDHAMAN|Burdwan - I|SARAITIKAR|Jotgoda (44)|423|
10313|UTTAR DINAJPUR|Karandighi|LAHUTARA-I|Jotilamat (137)|33|
10314|MALDAH|Gazole|GAZOLE-II|Jotjadu (40)|111|
10315|PASCHIM MEDINIPUR|Sabang|DANRRA|Jotjan (155)|32|
10316|MALDAH|Kaliachak - II|MOTHABARI|Jotkabil (104)|276|
10317|MALDAH|Habibpur|DHUMPUR|Jotkabir (126)|192|
10318|HOWRAH|Amta - I|SERAJBATI|Jotkalyan (206)|877|
10319|MURSHIDABAD|Sagardighi|BOKHRA-II|Jotkamal (73)|206|
10320|PURBA BARDHAMAN|Memari - I|NIMO-I|Jotkanu (142)|444|
10321|MALDAH|Kaliachak - II|BANGITOLA|Jotkasturi (8)|511|
10322|MALDAH|Kaliachak - II||Jotkasturi (8)|511|
10323|PURBA BARDHAMAN|Jamalpur|JAMALPUR-II|Jotkrishtai (48)|321|
10324|MALDAH|Kaliachak - I|ALINAGAR|Jotparan (79)|1,021|
10325|MALDAH|English Bazar|BINODPUR|Jotpuran (9)|0|
10326|HOWRAH|Amta - I|KHOSALPUR|Jotsadar (199)|0|
10327|PURBA BARDHAMAN|Jamalpur|JYOTSRIRAM|Jotshriram (37)|449|
10328|PURBA BARDHAMAN|Kalna - I|KANKURIA|Jotshyam (13)|239|
10329|PURBA BARDHAMAN|Jamalpur|CHAKDIGHI|Jotsubal (57)|297|
10330|DAKSHIN DINAJPUR|Kushmundi|AKCHA|Jotsudam (79)|190|
10331|JHARGRAM|Nayagram|BERAJAL|Joy Ghuntha (306)|50|
10332|HOWRAH|Shyampur - I|NABAGRAM|Joy Krishnapur (135)|570|
10333|SOUTH 24 PARAGANAS|Baruipur||Joyatala (131)|492|
10334|SOUTH 24 PARAGANAS|Baruipur|BRINDAKHALI|Joyatala (131)|492|
10335|SOUTH 24 PARAGANAS|Bishnupur - II|PATHARBERIA JAYCHANDIPUR|Joychandipur (50)|1,052|
10336|SOUTH 24 PARAGANAS|Bishnupur - II||Joychandipur (50)|1,052|
10337|UTTAR DINAJPUR|Kaliaganj|RADHIKAPUR|Joydebpur (77)|153|
10338|BIRBHUM|Illambazar|JAYDEV-KENDULI|Joydev Kenduli (63)|1,132|
10339|SOUTH 24 PARAGANAS|Sonarpur|BON HOOGHLY-I|Joyenpur (66)|581|
10340|SOUTH 24 PARAGANAS|Sonarpur||Joyenpur (66)|581|
