|Sl No.|District|Block|Gram Panchayat|Village|Household|
10341|SOUTH 24 PARAGANAS|Basanti|JYOTISHPUR|Joygopalpur (147)|829|
10342|NORTH 24 PARAGANAS|Sandeshkhali - II|MONIPUR|Joygopalpur (52)|2,081|
10343|SOUTH 24 PARAGANAS|Baruipur|HARDOHA|Joykrishna Nagar (117)|581|
10344|SOUTH 24 PARAGANAS|Baruipur||Joykrishna Nagar (117)|581|
10345|PURBA BARDHAMAN|Purbasthali - II|MUKSHIMPARA|Joykrishnapur (49)|384|
10346|MURSHIDABAD|Hariharpara|MALOPARA G.P|Joykrishnapur (57)|1,086|
10347|MURSHIDABAD|Jalangi|JALANGI|Joykrishnapur (29)|2,819|
10348|BANKURA|Vishnupur|RADHANAGAR|Joykrishnapur (87)|636|
10349|NORTH 24 PARAGANAS|Habra - II|BHURKUNDA|Joykrishnapur (25)|117|
10350|SOUTH 24 PARAGANAS|Sonarpur|BON HOOGHLY-II|Joykrishnapur Chairi (63)|1,708|
10351|SOUTH 24 PARAGANAS|Sonarpur||Joykrishnapur Chairi (63)|1,708|
10352|SOUTH 24 PARAGANAS|Jaynagar - I|UTTAR DURGAPUR|Joynagar (P) (17)|812|
10353|SOUTH 24 PARAGANAS|Jaynagar - I||Joynagar (P) (17)|812|
10354|NORTH 24 PARAGANAS|Barasat - I|DUTTAPUKUR-II|Joypul (126)|2,905|
10355|HOOGHLY|Chinsurah - Magra|MOGRA-I|Joypur (22)|822|
10356|MURSHIDABAD|Khargram|JOYPUR|Joypur (30)|990|
10357|NORTH 24 PARAGANAS|Baduria|SAYESTANAGAR-I|Joypur (106)|99|
10358|NORTH 24 PARAGANAS|Basirhat - II|GHORARASH KULINGRAM|Joypur Gopmahal (31)|879|
10359|PURBA MEDINIPUR|Tamluk|BISHNUBAR-II|Joyrambati (131)|390|
10360|UTTAR DINAJPUR|Hemtabad|BISHNUPUR|Joyrambati (53)|49|
10361|NADIA|Kaliganj|RAJARAMPUR GHORAIKSHETRA|Joyrambati (102)|29|
10362|MURSHIDABAD|Bhagawangola - II|SARALPUR|Joyrampur (119)|234|
10363|BANKURA|Vishnupur|BHORA|Joyrampur (42)|256|
10364|BANKURA|Barjora|CHHANDAR|Joytunga (169)|86|
10365|PASCHIM MEDINIPUR|Midnapore|PANCHKHURI-II|Juarhati (208)|225|
10366|PURBA BARDHAMAN|Khandaghosh|SAGRAI|Jubila (76)|1,814|
10367|BIRBHUM|Nanoor|DASKALGRAM KAREYA-I|Jubutia (17)|333|
10368|DAKSHIN DINAJPUR|Kushmundi|DEUL|Jugati (19)|84|
10369|NORTH 24 PARAGANAS|Barrackpur - II|BILKANDA-I|Jugberia (29)|4,133|
10370|BANKURA|Indpur|BHEDUASOLE|Jugda (158)|6|
10371|SOUTH 24 PARAGANAS|Magrahat - II||Jugdia (198)|7,662|
10372|SOUTH 24 PARAGANAS|Magrahat - II|JUGDIA|Jugdia (198)|7,662|
10373|PURBA MEDINIPUR|Contai - I|RAIPUR PASCHIMBAR|Jugi Bar (271)|95|
10374|PURBA MEDINIPUR|Kolaghat|PULSITA|Jugiber (282)|696|
10375|JALPAIGURI|Rajganj|BINAGURI|Jugibhita (24)|1,150|
10376|DARJEELING|Matigara|PATHARGHATA|Jugibhita (58)|318|
10377|BANKURA|Simlapal|LAKSHMISAGAR|Jugidangra (47)|297|
10378|MURSHIDABAD|Domkal|JUGINDA|Juginda (74)|2,010|
10379|JHARGRAM|Nayagram|BERAJAL|Jugisol (260)|427|
10380|MURSHIDABAD|Sagardighi|SAGARDIGHI|Jugor (86)|1,078|
10381|NADIA|Nakashipara|BILLWA GRAM|Jugpur (51)|1,237|
10382|BANKURA|Bankura - II|JUNBEDIA|Jugsahar (47)|4|
10383|BIRBHUM|Sainthia|AHMADPUR|Juita (156)|205|
10384|UTTAR DINAJPUR|Karandighi|ALTAPUR-II|Jujharpur (183)|1,371|
10385|BANKURA|Sarenga|GARGARIA|Jukhanala (366)|99|
10386|PURBA MEDINIPUR|Bhagawanpur - II|JUKHIA|Jukhia (240)|1,220|
10387|PURBA MEDINIPUR|Ramnagar - I|BADHIA|Juki (16)|571|
10388|PURBA MEDINIPUR|Contai - III|KUMIRDA|Jukibheri (240)|252|
10389|PURBA MEDINIPUR|Contai - III|KUSUMPUR|Jukibheri (240)|252|
10390|PASCHIM MEDINIPUR|Sabang|DEBHOG|Julkapur (178)|472|
10391|SOUTH 24 PARAGANAS|Bishnupur - I|JULPIA|Julpia (152)|428|
10392|SOUTH 24 PARAGANAS|Bishnupur - I||Julpia (152)|428|
10393|MURSHIDABAD|Lalgola|NASHIPUR|Jumra Nayagram (46)|826|
10394|JHARGRAM|Nayagram|JAMIRAPAL|Jun Bani (236)|103|
10395|BANKURA|Bankura - I|KALPATHAR|Jun Kanali (126)|109|
10396|PURBA MEDINIPUR|Sutahata|GUABERIA|Junate (35)|154|
10397|BANKURA|Simlapal|LAKSHMISAGAR|Junbakra (35)|616|
10398|BANKURA|Sarenga|GARGARIA|Junbani (346)|0|
10399|BANKURA|Raipur|DHEKO|Junbani (306)|178|
10400|PURBA MEDINIPUR|Contai - I|BADALPUR|Junbani (107)|587|
10401|BANKURA|Bankura - II|JUNBEDIA|Junbede (229)|1,395|
10402|DARJEELING|Kurseong|MAHANADI|Jungpana Tea Garden (40)|959|
10403|SOUTH 24 PARAGANAS|Kulpi|KARANJALI|Jungri (230)|147|
10404|BIRBHUM|Nalhati - I|HARIDASPUR|Jungul (31)|340|
10405|BIRBHUM|Khoyrasol|PANCHRA|Junidpur (167)|242|
10406|BIRBHUM|Rampurhat - I|KHARUN|Junidpur (59)|76|
10407|BIRBHUM|Suri - I|ALUNADPUR|Junidpur (20)|694|
10408|BANKURA|Simlapal|MACHATORA|Junkaria (92)|174|
10409|JHARGRAM|Gopiballavpur - II|PET BINDHI|Junsola (311)|226|
10410|PASCHIM MEDINIPUR|Garbeta - I|AMLAGORA|Junsole (479)|448|
10411|PURULIA|Arsha|BELDIH|Juradi (55)|147|
10412|MURSHIDABAD|Domkal|JURANPUR|Juranpur (67)|1,497|
10413|NADIA|Kaliganj|JURANPUR|Juranpur (42)|1,822|
10414|NADIA|Chakdah|GHETUGACHHI|Juranpur (128)|120|
10415|JALPAIGURI|Matiali|INDONG MATIALI|Juranti Tea Garden (2)|1,005|
10416|JALPAIGURI|Dhupguri|GADONG-II|Jurapani (107)|1,377|
10417|PURBA BARDHAMAN|Kalna - I|KANKURIA|Jurepara (14)|139|
10418|PURULIA|Kashipur|KASHIPUR|Jurguridi (44)|77|
10419|NADIA|Chakdah|RAUTARI|Jutarpur (111)|0|
10420|PASCHIM MEDINIPUR|Daspur - I|NANDANPUR-II|Jyotisab (141)|230|
10421|SOUTH 24 PARAGANAS|Basanti|JYOTISHPUR|Jyotishpur (148)|1,250|
10422|SOUTH 24 PARAGANAS|Kulpi|KARANJALI|Kabasenre (224)|82|
10423|PURBA BARDHAMAN|Memari - II|KUCHUT|Kabastikri (65)|231|
10424|BIRBHUM|Bolpur Sriniketan|RUPPUR|Kabi Mohanpur (64)|0|
10425|BIRBHUM|Mohammad Bazar|PURANAGRAM|Kabilnagar (35)|384|
10426|BIRBHUM|Mohammad Bazar|ANGARGAR|Kabilpur (151)|558|
10427|MURSHIDABAD|Sagardighi|KABILPUR|Kabilpur (141)|3,448|
10428|HOOGHLY|Dhaniakhali|BHANDERHATI-II|Kabilpur (71)|289|
10429|SOUTH 24 PARAGANAS|Diamond Harbour - I|BASULDANGA|Kabira (140)|541|
10430|PURBA BARDHAMAN|Katwa - II|AGRADWIP|Kabirajpur (109)|108|
10431|HOOGHLY|Chinsurah - Magra|DIGSUIHOERA|Kabirhati (14)|51|
10432|PURBA BARDHAMAN|Memari - I|GOPE GANTAR-I|Kabirpur (204)|162|
10433|DAKSHIN DINAJPUR|Gangarampur|NANDANPUR|Kabirpur (60)|70|
10434|NORTH 24 PARAGANAS|Swarupnagar|BANKRAGAKULPUR G.P|Kabitpur (40)|341|
10435|PURBA MEDINIPUR|Ramnagar - I|GOBRA|Kabra (106)|384|
10436|HOOGHLY|Balagarh|JIRHAT|Kabura (91)|370|
10437|HOOGHLY|Balagarh|SRIPUR BALAGARH|Kabura (91)|370|
10438|PURULIA|Jhalda - II|NOWAHATU|Kachahatu (234)|670|
10439|DAKSHIN DINAJPUR|Kushmundi|BERAIL|Kachara (27)|280|
10440|PURULIA|Neturia|JANARDANDI|Kachbel (56)|117|
10441|PURBA BARDHAMAN|Bhatar|BHATAR|Kachgaria (97)|211|
10442|MALDAH|Kaliachak - II|HAMIDPUR|Kachi Jadupur (21)|0|
10443|NADIA|Nakashipara|DHARMODA|Kachkuli (69)|1,003|
10444|UTTAR DINAJPUR|Kaliaganj|BARUNA|Kachna (142)|285|
10445|PASCHIM MEDINIPUR|Midnapore|CHANDRA|Kachra (44)|4|
10446|SOUTH 24 PARAGANAS|Gosaba|KACHUKHALI|Kachu Khali (95)|1,463|
10447|MALDAH|Habibpur|BULBUL CHANDI|Kachu Pukur (CT) (0)|400|
10448|PURBA MEDINIPUR|Contai - I|DULALPUR|Kachua (281)|273|
10449|NORTH 24 PARAGANAS|Barasat - II|KEMIA KHAMARPARA|Kachua (66)|1,639|
10450|PURBA MEDINIPUR|Ramnagar - I|BADHIA|Kachua (2)|50|
10451|NORTH 24 PARAGANAS|Basirhat - II|KACHUA|Kachua Swarupnagar (14)|620|
10452|COOCHBEHAR|Cooch Behar - II|MADHUPUR|Kachuban (70)|222|
10453|COOCHBEHAR|Cooch Behar - II|DHANDHINGHURI|Kachubanbaran Khana (73)|330|
10454|SOUTH 24 PARAGANAS|Sagar|MURIGANGA-I|Kachubaria (6)|1,876|
10455|BIRBHUM|Suri - I|BHURKUNA|Kachujor (130)|730|
10456|NADIA|Krishnaganj|GOBINDAPUR|Kadaghata (7)|292|
10457|BANKURA|Onda|RATANPUR|Kadagot (28)|163|
10458|BANKURA|Khatra|GORABARI|Kadam Beria (179)|157|
10459|JHARGRAM|Nayagram|BARAKHANKRI|Kadam Diha (77)|246|
10460|BANKURA|Simlapal|PARSOLA|Kadamara (9)|191|
10461|PURBA BARDHAMAN|Kalna - II|ANUKHAL|Kadamba (158)|556|
10462|NORTH 24 PARAGANAS|Barasat - I|KADAMBAGACHHI|Kadambagachhi (143)|2,174|
10463|BANKURA|Simlapal|BIKRAMPUR|Kadambandh (76)|0|
10464|SOUTH 24 PARAGANAS|Bishnupur - II||Kadambatala (27)|337|
10465|SOUTH 24 PARAGANAS|Bishnupur - II|KHANGANBERIA|Kadambatala (27)|337|
10466|BANKURA|Sarenga|CHILTORE|Kadamdahara (54)|72|
10467|BANKURA|Vishnupur|BANKADAHA|Kadamdiha (145)|40|
10468|BANKURA|Raipur|MANDALKULI|Kadamdiha (267)|197|
10469|JHARGRAM|Sankrail|ROHINI|Kadamdiha (246)|200|
10470|NADIA|Chakdah|DEWLI|Kadamgachhi (133)|575|
10471|BANKURA|Hirbandh|HIRBANDH|Kadamkarali (146)|97|
10472|ALIPURDUAR|Alipurduar - II|SAMUKTALA|Kadampur (100)|524|
10473|NADIA|Santipur|BABLA|Kadampur (59)|715|
10474|MURSHIDABAD|Murshidabad Jiaganj|PROSADPUR|Kadamsarif (48)|140|
10475|MURSHIDABAD|Suti - II|KASHIMNAGAR|Kadamtala (10)|430|
10476|MALDAH|Kaliachak - I|JALUA BADHAL|Kadamtala (185)|1,220|
10477|PURBA MEDINIPUR|Chandipur|BRINDABANPUR-I|Kadamtala (99)|248|
10478|MALDAH|Ratua - II|SAMBALPUR|Kadamtali (98)|1,412|
10479|MALDAH|Maldah (Old)|MAHISH BATHANI|Kadamtali (20)|444|
10480|MALDAH|Gazole|ALAL|Kadamtali (3)|205|
10481|BANKURA|Barjora|GHUTGORIA|Kadasol (22)|512|
10482|BANKURA|Hirbandh|GOPALPUR|Kadia (17)|98|
10483|UTTAR DINAJPUR|Islampur|PANDITPOTA-II|Kadigaon (83)|75|
10484|DAKSHIN DINAJPUR|Gangarampur|BELBARI-II|Kadighat (P) (82)|718|
10485|NORTH 24 PARAGANAS|Minakhan|KUMARIOLE|Kadihati (67)|1,547|
10486|NADIA|Kaliganj|GOBRA|Kadihati (85)|429|
10487|DAKSHIN DINAJPUR|Harirampur|PUNDARI|Kadimabad (85)|224|
10488|HOOGHLY|Pursura|SRIRAMPUR|Kadipur (29)|188|
10489|MALDAH|Habibpur|KANTURKA|Kadipur (146)|199|
10490|NADIA|Krishnaganj|GOBINDAPUR|Kadipur (1)|833|
10491|PURBA BARDHAMAN|Kalna - I|KANKURIA|Kadipur (36)|336|
10492|PURBA MEDINIPUR|Khejuri - II|KHEJURI|Kadirabad Char (120)|365|
10493|PURBA MEDINIPUR|Khejuri - II|JANKA|Kadirpur (64)|310|
10494|MURSHIDABAD|Beldanga - II|RAM NAGAR BACHHRA|Kadkhali (103)|1,114|
10495|DAKSHIN DINAJPUR|Tapan|AJMATPUR|Kadma (41)|300|
10496|BANKURA|Sarenga|BIKRAMPUR|Kadma (291)|20|
10497|PASCHIM MEDINIPUR|Salbani|BHIMPUR|Kadma Sol (81)|124|
10498|BANKURA|Raipur|SONAGARA|Kadmagar (91)|289|
10499|BANKURA|Bankura - II|BIKNA|Kadmaghati (252)|187|
10500|PASCHIM MEDINIPUR|Midnapore|DHARUA|Kadmalma (6)|0|
10501|MURSHIDABAD|Suti - I|BAHUTALI|Kadoa (18)|1,277|
10502|DAKSHIN DINAJPUR|Tapan|HAZRATPUR|Kadoa Jagadisbati (86)|274|
10503|JHARGRAM|Nayagram|KHARIKAMATHANI|Kadokata (205)|78|
10504|JHARGRAM|Nayagram|CHANDABILA|Kadokota (19)|35|
10505|PURULIA|Kashipur|BARRAH|Kadori (132)|206|
10506|NORTH 24 PARAGANAS|Habra - II|DIGHRAMALIKBERIA|Kadpur (51)|714|
10507|BANKURA|Khatra|BAIDYANATHPUR|Kadra (121)|244|
10508|BANKURA|Chhatna|TEGJORI|Kadra (279)|79|
10509|PURBA MEDINIPUR|Contai - III|BHAJACHAULI|Kadua (42)|52|
10510|MALDAH|Gazole|GAZOLE-I|Kadubari (104)|711|
10511|PASCHIM MEDINIPUR|Narayangarh|BELDA-I|Kaduya Chak (308)|25|
10512|BIRBHUM|Nalhati - I|KURUMGRAM|Kadya (48)|295|
10513|PURBA MEDINIPUR|Ramnagar - I|TALGACHHARI-II|Kaema (236)|74|
10514|BIRBHUM|Nanoor|KIRNAHAR-I|Kaferpur (2)|238|
10515|KALIMPONG|Kalimpong -I|KAFFER - KANKEBONG|Kaffir Forest (40)|48|
10516|HOOGHLY|Polba - Dadpur|MAHANAD|Kagjipara (122)|291|
10517|MURSHIDABAD|Bharatpur - II|KAGRAM|Kagram (104)|3,197|
10518|PURULIA|Manbazar - I|MANBAZAR|Kahalpara (128)|80|
10519|NORTH 24 PARAGANAS|Gaighata|JHOWDOGA|Kahankia (96)|570|
10520|BANKURA|Simlapal|MACHATORA|Kaharan (99)|144|
10521|MURSHIDABAD|Beldanga - I|CHAITANYAPUR-I|Kaharpara (25)|0|
10522|UTTAR DINAJPUR|Goalpokhar - II|CHAKULIA|Kahata (8)|940|
10523|JHARGRAM|Nayagram|BALIGERIA|Kai Phulia (290)|48|
10524|MURSHIDABAD|Sagardighi|MOREGRAM|Kaiar (53)|578|
10525|HOOGHLY|Khanakul - I|RAMMOHAN-II|Kaiba (102)|783|
10526|PURBA BARDHAMAN|Purbasthali - II|MUKSHIMPARA|Kaibati (106)|283|
10527|PURBA BARDHAMAN|Mangolkote|KAICHAR-I|Kaichar (114)|1,680|
10528|PURBA BARDHAMAN|Manteswar|MAMUDPUR-II|Kaigram (79)|468|
10529|HOWRAH|Uluberia - I|MAHESHPUR|Kaijuri (67)|1,341|
10530|NORTH 24 PARAGANAS|Swarupnagar|KAJURI G.P|Kaijuri (62)|1,824|
10531|HOOGHLY|Haripal|KAIKALA|Kaikala (16)|1,393|
10532|NORTH 24 PARAGANAS|Bongaon|DIGHARI|Kaikhali (129)|200|
10533|SOUTH 24 PARAGANAS|Bishnupur - I|KEORADANGA|Kaikhali (110)|434|
10534|SOUTH 24 PARAGANAS|Falta|DEBIPUR|Kaikhali (94)|514|
10535|SOUTH 24 PARAGANAS|Kulpi|KAMARCHAK|Kaikhali (147)|195|
10536|SOUTH 24 PARAGANAS|Bishnupur - I||Kaikhali (110)|434|
10537|SOUTH 24 PARAGANAS|Kultali|GOPALGANJ|Kaikhali (154)|1,416|
10538|NADIA|Hanskhali|BAGULA-I|Kaikhali (75)|1,166|
10539|DAKSHIN DINAJPUR|Tapan|AUTINA|Kaikuri (223)|64|
10540|MALDAH|Gazole|KARKACH|Kail (161)|249|
10541|MALDAH|Gazole|BAIRGACHHI-I|Kailabad (25)|770|
10542|UTTAR DINAJPUR|Raiganj|BINDOL|Kailadangi (38)|658|
10543|SOUTH 24 PARAGANAS|Kultali|MERIGUNJ-II|Kailashnagar (118)|1,030|
10544|PURBA BARDHAMAN|Memari - I|NIMO-II|Kailashpur (147)|586|
10545|SOUTH 24 PARAGANAS|Mathurapur - II|NANDAKUMARPUR|Kailaspur (140)|1,299|
10546|MURSHIDABAD|Lalgola|KALMEGHA|Kaimegha (77)|2,719|
10547|NORTH 24 PARAGANAS|Gaighata|DOOMA|Kaipukharia (81)|251|
10548|NORTH 24 PARAGANAS|Amdanga|ADHATA|Kaipukharia (19)|525|
10549|SOUTH 24 PARAGANAS|Mathurapur - I|LAKSHMI-NARAYANPUR UTTAR|Kaipukuria (12)|166|
10550|NORTH 24 PARAGANAS|Barasat - II|KEMIA KHAMARPARA|Kaipul (185)|218|
10551|PASCHIM MEDINIPUR|Kharagpur - II|KALIARA-II|Kaismali (499)|49|
10552|PURBA MEDINIPUR|Contai - I|MAHISAGOTE|Kaitalia (301)|200|
10553|PURBA BARDHAMAN|Galsi - II|ADRA|Kaitara (0)|1,255|
10554|PURBA BARDHAMAN|Katwa - I|GIDHGRAM|Kaithan (48)|3,234|
10555|PURBA BARDHAMAN|Raina - II|KAITY|Kaiti (164)|802|
10556|DAKSHIN DINAJPUR|Tapan|AJMATPUR|Kaiyari (52)|14|
10557|JALPAIGURI|Maynaguri|RAMSAI|Kajaldighi (13)|327|
10558|PURULIA|Hura|CHATUMADAR|Kajali (58)|93|
10559|BANKURA|Ranibundh|PUDDI|Kajalkura (7)|3|
10560|BANKURA|Raipur|RAIPUR|Kajalkura (142)|5|
10561|PURBA MEDINIPUR|Kolaghat|KHANYADIHI|Kaji Chak (245)|363|
10562|HOWRAH|Uluberia - I|HIRAPUR|Kajiakhali (115)|696|
10563|BANKURA|Raipur|RAIPUR|Kajla (141)|1|
10564|PURBA MEDINIPUR|Deshopran|SARDA|Kajla (383)|342|
10565|PASCHIM BARDHAMAN|Kanksa|BIDBIHAR|Kajladihi (26)|340|
10566|PURBA MEDINIPUR|Contai - III|DEBENDRA|Kajli (70)|86|
10567|PASCHIM BARDHAMAN|Ondal|KAJORA|Kajora (CT) (41)|4,852|
10568|HOOGHLY|Dhaniakhali|MANDRA|Kak Gachhi (79)|289|
10569|COOCHBEHAR|Cooch Behar - II|GOPALPUR|Kakanguri (22)|120|
10570|NORTH 24 PARAGANAS|Hingalganj|BISHPUR|Kakaria (86)|311|
10571|UTTAR DINAJPUR|Hemtabad|HEMTABAD|Kakarsing (86)|760|
10572|SOUTH 24 PARAGANAS|Kakdwip|SWAMI VIVEKANANDA|Kakdwip (39)|7,354|
10573|PURBA MEDINIPUR|Tamluk|PADUMPUR-II|Kakgechhya (268)|510|
10574|PURBA MEDINIPUR|Sahid Matangini|KAKHARDA|Kakharda (72)|806|
10575|PASCHIM MEDINIPUR|Midnapore|PATHRA|Kakhua (272)|276|
10576|PURBA MEDINIPUR|Contai - III|BHAJACHAULI|Kakhuria (54)|206|
10577|BANKURA|Vishnupur|RADHANAGAR|Kakila (60)|400|
10578|DAKSHIN DINAJPUR|Tapan|AUTINA|Kakna (218)|278|
10579|HOOGHLY|Khanakul - II|DHANNYAGHORI|Kaknan (55)|1,589|
10580|PURBA BARDHAMAN|Ausgram - II|BHEDIA|Kakra (0)|181|
10581|HOWRAH|Udaynarayanpur|PANCHRUL|Kakraipota (23)|903|
10582|MURSHIDABAD|Suti - II|LAXMIPUR|Kakramari (CT) (76)|1,935|
10583|HOWRAH|Amta - II|AMRAGORI|Kakrol (75)|1,265|
10584|SOUTH 24 PARAGANAS|Kultali|KUNDAKHALI GODABAR|Kaksaha (128)|463|
10585|PURBA BARDHAMAN|Kalna - I|KANKURIA|Kakuria (30)|979|
10586|BIRBHUM|Suri - I|ALUNADPUR|Kakuria (25)|548|
10587|PURBA MEDINIPUR|Kolaghat|BAISHNABCHAK|Kala Gechhya (265)|783|
10588|PASCHIM MEDINIPUR|Daspur - II|KHANJAPUR|Kala Gechhya (204)|579|
10589|SOUTH 24 PARAGANAS|Basanti|R C KHALI|Kala Hazra (139)|1,312|
10590|PURULIA|Hura|KALABANI|Kalabani (8)|1,939|
10591|BANKURA|Ranibundh|RANIBANDH|Kalabani (157)|161|
10592|BANKURA|Jaypur|ROUTHKHANDA|Kalabani (12)|17|
10593|DARJEELING|Matigara|CHAMPASARI|Kalabari (45)|626|
10594|JALPAIGURI|Nagrakata|ANGRABHASA-I|Kalabari (N) (28)|438|
10595|MURSHIDABAD|Domkal|SARANGPUR|Kalabaria (8)|410|
10596|NADIA|Karimpur - I|KARIMPUR-II|Kalabaria (82)|487|
10597|SOUTH 24 PARAGANAS|Baruipur|HARDOHA|Kalabaru (114)|705|
10598|SOUTH 24 PARAGANAS|Baruipur||Kalabaru (114)|705|
10599|BANKURA|Bankura - I|ANDARTHOLE|Kalabati (128)|122|
10600|BANKURA|Simlapal|BIKRAMPUR|Kalabati (79)|152|
10601|BANKURA|Bankura - II|KOSTHIA|Kalaberia (313)|527|
10602|PASCHIM MEDINIPUR|Salbani|KARNAGARH|Kalaberya Bhadutala (515)|250|
10603|PASCHIM BARDHAMAN|Salanpur|ALLADI|Kaladabar (17)|201|
10604|MURSHIDABAD|Berhampore|MADANPUR|Kaladanga (150)|2,310|
10605|SOUTH 24 PARAGANAS|Diamond Harbour - II|SARISHA|Kalagachhi (107)|657|
10606|SOUTH 24 PARAGANAS|Thakurpukur Mahestola|ASHUTI-II|Kalagachhia (40)|648|
10607|PURBA MEDINIPUR|Khejuri - II|NIJKASBA|Kalagachhia (106)|240|
10608|SOUTH 24 PARAGANAS|Falta|GOPALPUR|Kalagachhia (47)|654|
10609|HOOGHLY|Goghat - I|BALI|Kalagachhia (209)|219|
10610|PASCHIM MEDINIPUR|Kharagpur - II|CHAK MAKRAMPUR|Kalagerya (396)|45|
10611|BANKURA|Indus|AMRUL|Kalagram (40)|320|
10612|BIRBHUM|Murarai - II|AMDOLE|Kalahapur (56)|855|
10613|DAKSHIN DINAJPUR|Balurghat|BHATPARA|Kalaibari (86)|219|
10614|NADIA|Ranaghat - I|HABIBPUR|Kalaighata (115)|861|
10615|PASCHIM MEDINIPUR|Kharagpur - I|KALAIKUNDA|Kalaikunda (CT) (64)|2,500|
10616|PASCHIM MEDINIPUR|Salbani|DEBAGRAM|Kalaimuri (25)|257|
10617|COOCHBEHAR|Cooch Behar - I|PANISALA|Kalakata (244)|264|
10618|BANKURA|Saltora|TILURI|Kalakundi (3)|291|
10619|DARJEELING|Matigara|MATIGARA-I|Kalam (76)|1,643|
10620|COOCHBEHAR|Dinhata - II|BAMANHAT-II|Kalamati (219)|2,961|
10621|PASCHIM MEDINIPUR|Keshiary|BAGHASTY|Kalametya (90)|0|
10622|PURBA MEDINIPUR|Deshopran|BAMUNIA|Kalaminaput (580)|104|
10623|DAKSHIN DINAJPUR|Kushmundi|BERAIL|Kalancha (26)|68|
10624|NORTH 24 PARAGANAS|Gaighata|RAMNAGAR|Kalanchi (106)|303|
10625|NORTH 24 PARAGANAS|Deganga|AMULIA|Kalapal (40)|221|
10626|COOCHBEHAR|Cooch Behar - II|MADHUPUR|Kalapani (65)|1,250|
10627|JHARGRAM|Binpur - II|BELPAHARI|Kalapathar (138)|91|
10628|BANKURA|Raipur|DUNDAR|Kalapathar (2)|91|
10629|PURULIA|Kashipur|SONATHALI|Kalapathar (145)|315|
10630|BANKURA|Bankura - II|NARRAH|Kalaphar (296)|4|
10631|HOWRAH|Domjur|KOLORA-I|Kalara (CT) (0)|6,047|
10632|DARJEELING|Phansidewa|JALASH-NIZAMTARA|Kalaram (76)|845|
10633|COOCHBEHAR|Cooch Behar - II|PATLA KHAWA|Kalarayerkuthi (9)|5,318|
10634|COOCHBEHAR|Cooch Behar - II|PUNDIBARI|Kalarayerkuthi (9)|5,318|
10635|SOUTH 24 PARAGANAS|Canning - I|BANSRA|Kalaria (188)|4,482|
10636|SOUTH 24 PARAGANAS|Falta|CHALUARY|Kalaria (133)|415|
10637|HOWRAH|Amta - II|JHAMTIA|Kalasdihi (74)|241|
10638|HOWRAH|Amta - II|GAZIPUR|Kalbansh (117)|562|
10639|BANKURA|Barjora|BELIATORE|Kalberia (132)|169|
10640|SOUTH 24 PARAGANAS|Diamond Harbour - II|KALATALAHAT|Kalia (15)|272|
10641|JHARGRAM|Sankrail|ROHINI|Kaliabandhi (247)|0|
10642|MALDAH|Kaliachak - I|KALIA CHAK-I|Kaliachak (78)|1,277|
10643|MALDAH|Kaliachak - I|KALIA CHAK-II|Kaliachak (78)|1,277|
10644|MURSHIDABAD|Sagardighi|BALIA|Kaliadanga (139)|302|
10645|PURBA MEDINIPUR|Deshopran|AURAI|Kaliagachhia (426)|133|
10646|HOOGHLY|Balagarh|SRIPUR BALAGARH|Kaliagar (107)|1,219|
10647|HOOGHLY|Balagarh|JIRHAT|Kaliagar (107)|1,219|
10648|BANKURA|Hirbandh|BAHARAMURI|Kaliahuta (105)|31|
10649|BANKURA|Simlapal|BIKRAMPUR|Kaliam (73)|1|
10650|NORTH 24 PARAGANAS|Barasat - I|KOTRA|Kalianai (118)|339|
10651|NORTH 24 PARAGANAS|Deganga|DEGANGA-I|Kaliani (29)|237|
10652|BANKURA|Hirbandh|BAHARAMURI|Kaliapathar (89)|182|
10653|PURULIA|Para|DUBRA|Kaliasota (78)|300|
10654|UTTAR DINAJPUR|Raiganj|BIRGHAI|Kalibari (208)|248|
10655|NADIA|Kaliganj|JURANPUR|Kalibas (50)|0|
10656|NADIA|Nakashipara|BILKUMARI|Kalibas (37)|933|
10657|SOUTH 24 PARAGANAS|Kulpi|RAMKRISHNAPUR|Kalibere (195)|296|
10658|PURBA MEDINIPUR|Deshopran|DARIAPUR|Kalichar (626)|33|
10659|SOUTH 24 PARAGANAS|Bishnupur - I||Kalicharanpur (116)|140|
10660|SOUTH 24 PARAGANAS|Diamond Harbour - I|PARULIA|Kalicharanpur (50)|425|
10661|SOUTH 24 PARAGANAS|Kulpi|DHOLA|Kalicharanpur (249)|326|
10662|SOUTH 24 PARAGANAS|Bishnupur - I|PANAKUA|Kalicharanpur (116)|140|
10663|HOWRAH|Shyampur - I|RADHAPUR|Kalidaha (93)|895|
10664|PASCHIM MEDINIPUR|Sabang|BISNUPUR|Kalidahachara (400)|279|
10665|SOUTH 24 PARAGANAS|Basanti|BASANTI|Kalidanga (164)|829|
10666|PURBA MEDINIPUR|Deshopran|DARIAPUR|Kalidas Bar (627)|30|
10667|SOUTH 24 PARAGANAS|Gosaba|CHOTOMOLLAKHALI|Kalidaspur (61)|1,419|
10668|NADIA|Kaliganj|KALIGANJ|Kaliganj (18)|3,194|
10669|UTTAR DINAJPUR|Itahar|MARNAI|Kaliganj (222)|142|
10670|COOCHBEHAR|Dinhata - I|GOSANIMARI-II|Kaliganj (13)|95|
